First Investment Day,Last Investment Day,Return (%)
1960-09-12,1980-09-04,90.84559168847083
1960-10-10,1980-10-03,105.93653296602801
1960-11-09,1980-11-03,101.29110635307255
1960-12-09,1980-12-03,135.07052383038618
1961-01-09,1981-01-02,129.41561168951418
1961-02-07,1981-01-30,94.90908349815315
1961-03-09,1981-03-03,96.93896155653461
1961-04-10,1981-04-02,121.6328647528368
1961-05-08,1981-05-01,103.06425633836749
1961-06-07,1981-06-01,100.23860690790923
1961-07-07,1981-07-01,86.96754171692643
1961-08-07,1981-07-31,90.88463460975318
1961-09-05,1981-08-28,60.97635689517637
1961-10-05,1981-09-29,29.688518697137457
1961-11-06,1981-10-29,39.31510728838939
1961-12-04,1981-11-27,60.130513274356055
1962-01-03,1981-12-28,48.68390441511986
1962-02-02,1982-01-27,25.085183358414454
1962-03-05,1982-02-26,15.448618415884887
1962-04-03,1982-03-26,11.065952472792878
1962-05-03,1982-04-27,29.288083215922146
1962-06-04,1982-05-27,11.924424120882152
1962-07-02,1982-06-25,0.5723461775612728
1962-08-01,1982-07-26,2.893680699913375
1962-08-31,1982-08-25,22.18785187133897
1962-10-01,1982-09-24,38.029827028579525
1962-10-30,1982-10-22,94.06645468297866
1962-11-29,1982-11-23,65.03426430795264
1962-12-31,1982-12-23,88.39005374299057
1963-01-28,1983-01-21,102.40283524197447
1963-02-27,1983-02-18,117.67067080709795
1963-03-29,1983-03-23,136.1683242588146
1963-04-29,1983-04-22,170.45318148273086
1963-05-28,1983-05-20,176.63483540352593
1963-06-27,1983-06-21,218.9404176783464
1963-07-29,1983-07-21,207.08213510101
1963-08-26,1983-08-19,176.77069407883724
1963-09-25,1983-09-19,193.1398499960538
1963-10-25,1983-10-19,185.81462762514792
1963-11-26,1983-11-18,175.6403479413951
1963-12-24,1983-12-16,160.5161414097426
1964-01-23,1984-01-17,185.48203567887936
1964-02-24,1984-02-16,127.89073821556372
1964-03-23,1984-03-16,139.79644889377104
1964-04-22,1984-04-16,133.73843716584085
1964-05-22,1984-05-16,130.92464704188862
1964-06-22,1984-06-15,92.42077345310341
1964-07-21,1984-07-13,98.35647091000047
1964-08-20,1984-08-14,153.90012546767866
1964-09-21,1984-09-13,168.6466140632457
1964-10-19,1984-10-12,149.80680148559335
1964-11-18,1984-11-12,162.80737184387078
1964-12-18,1984-12-12,139.9324628281053
1965-01-18,1985-01-11,161.97712669492353
1965-02-16,1985-02-08,232.63566718455965
1965-03-18,1985-03-12,217.18848037619458
1965-04-19,1985-04-11,218.34788368187426
1965-05-17,1985-05-10,238.99437312820484
1965-06-16,1985-06-10,267.2664154480007
1965-07-16,1985-07-10,281.89330339719504
